# format: T+HH:MM:SS | wall | epoch | speaker(MBTI/trait) -> listener | text
T+00:00:13 | 01:46:51 | 1784566011000 | 風間エマ#b5b(INFJ/心配性) -> None | よし、道具作成のために原木を収集するは達成だ。
T+02:38:45 | 04:25:23 | 1784575523000 | 大川オト#72a(ESFJ/心配性) -> 南田ボブ#4f3 | 南田ボブ、報告よ。私が以前頼んでいた真砂アルの捜索はどうなっているの？進捗を報告しなさい。
T+02:38:45 | 04:25:23 | 1784575523000 | 小柳ハル#dea(ESFJ/正義感が強い) -> None | ナギ、はじめまして。フウの件だがまだ手がかりは掴めていない。今は西側エリアの規律徹底を優先しているが、引き続き注視しよう。ナギ、資材集めなら協力する。私はこのエリアの巡回を続けるぞ。
T+02:38:46 | 04:25:24 | 1784575524000 | 榎本ソラ#3f3(ESFP/好奇心旺盛) -> 小柳イオ#e51 | 教えてくださってありがとうございますっ！北側一帯の管理、大変かと思いますが頑張ってくださいね。私はもう少しだけ周辺を回ってミオさんを探してみますっ。それでは、またお会いしましょう！
T+02:38:47 | 04:25:25 | 1784575525000 | 風間の子#38f(ENTP/正義感が強い) -> None | 皆様、それぞれの持ち場で規律と建築に尽力されているようですね。私は情報の断片化を解消するため、引き続き東雲カイさんの捜索と情報統合の任務を優先させていただきます。
T+02:38:47 | 04:25:25 | 1784575525000 | 南田ボブ#4f3(ENFJ/心配性) -> 大川オト#72a | 大川オトさん、お疲れ様です。真砂アルさんの件ですが、申し訳ありません、まだ確実な情報は掴めていないの。明日の建築計画を完璧にするために、私はこれから拠点に戻ってしっかり休むことにしているわ。また明日の日中に詳しく調べて報告するから、今は少し待っていてくれる？
T+02:38:48 | 04:25:26 | 1784575526000 | 小柳イオ#e51(ESFJ/皮肉屋) -> 榎本ソラ#3f3 | ええ、お気遣い感謝します。無駄足にならなければ良いのですが、幸運を祈りますよ。私はこれから執務室の建設作業に戻りますので、これで失礼します。
T+02:38:49 | 04:25:27 | 1784575527000 | 風間エマ#b5b(INFJ/心配性) -> None | 皆様、規律の重要性は理解しました。私は予定通り、最後に目撃した付近で森野ミオさんを捜索してきます。
T+02:38:50 | 04:25:28 | 1784575528000 | 大川オト#72a(ESFJ/心配性) -> 南田ボブ#4f3 | 報告が遅いのは困るわね。明日の朝一番に必ず進捗を報告なさい。私は空腹が限界だから、今は一旦拠点に戻って備蓄の確認と食事を済ませるわ。
T+02:38:51 | 04:25:29 | 1784575529000 | 石川ナギ#6c2(ISTP/世話好き) -> None | 風間さん、捜索頑張ってください。私は資材集めのため、これより採石場へ向かいます。
T+02:38:52 | 04:25:30 | 1784575530000 | 南田ボブ#4f3(ENFJ/心配性) -> 大川オト#72a | 承知しました、オトさん。明日の朝一番に真砂アルさんの状況を必ず報告します。今はしっかり食べて休んでくださいね、私も拠点へ戻って明日への準備を済ませます。
T+02:38:54 | 04:25:32 | 1784575532000 | 小柳ハル#dea(ESFJ/正義感が強い) -> None | ナギ、採石場での作業なら私も同行するぞ。現場の安全確認と建築資材の確保、二人で効率よく進めていこう。
T+02:38:55 | 04:25:33 | 1784575533000 | 風間ダイ#f7c(INTP/心配性) -> 谷口アル#a65 | 谷口さん。私はこれから帰宅して休息を取る予定です。東雲カイさんを最近見かけていませんが、そちらの状況はいかがですか？
T+02:38:56 | 04:25:34 | 1784575534000 | 風間の子#38f(ENTP/正義感が強い) -> None | 皆様、それぞれの任務遂行を応援しています。私は引き続き西の露天掘り場周辺から情報の網を広げ、東雲カイさんの所在確認を完遂させます。それでは、お先に失礼します。
T+02:38:57 | 04:25:35 | 1784575535000 | 谷口アル#a65(INTJ/のんき) -> 風間ダイ#f7c | 西森ミオを27分ほど視界に捉えていません。私は予定通り、このまま拠点へ戻り休息に入ります。
T+02:38:59 | 04:25:37 | 1784575537000 | 風間ダイ#f7c(INTP/心配性) -> 谷口アル#a65 | 谷口さん、情報の共有ありがとうございます。私は予定通り帰宅しますが、もし西森さんの動向や、作業中の危険箇所を見かけたらまた教えてください。それでは、休息へ向かいます。
T+02:39:01 | 04:25:39 | 1784575539000 | 谷口アル#a65(INTJ/のんき) -> 風間ダイ#f7c | 了解した。西森の動向を含め、特筆すべき事があれば共有しよう。それでは、私はこの後食料を確保し、効率的な作業のための休息をとる。失礼する。
T+02:39:08 | 04:25:46 | 1784575546000 | 森野ミオ#e1a(ESFP/怒りっぽい) -> None | よし、石のツルハシを作るは達成だ。
T+02:39:10 | 04:25:48 | 1784575548000 | 大川オト#72a(ESFJ/心配性) -> None | はじめまして、大川オトよ。私はこの拠点の防衛と建築を管理しているわ。皆、今は持ち場で効率的に働けているの？西森ミオを見かけていないけれど、誰か彼女の所在を知らないかしら。
T+02:39:12 | 04:25:50 | 1784575550000 | 浜田イオ#796(INFJ/心配性) -> None | …まあ、まずは身の回りを片付けないと。散らかったままだと、どうも落ち着かなくて。
T+02:39:12 | 04:25:50 | 1784575550000 | 風間エマ#b5b(INFJ/心配性) -> None | はじめまして、大川オトさん。森野ミオさんなら最後に751, 195付近で見かけましたが、今は分かりません。私は自身の建築計画に戻りますので、これで失礼します。
T+02:39:14 | 04:25:52 | 1784575552000 | 小柳ハル#dea(ESFJ/正義感が強い) -> None | 大川オト、西森ミオの件は承知した。私は引き続きナギと共に西側エリアの巡回と建築管理に集中するから、あとは各自の持ち場で秩序を守るように。
T+02:39:17 | 04:25:55 | 1784575555000 | 桜井ボブ#482(ESFP/頑固) -> None | はじめまして、桜井ボブだよ。僕は東側エリアの偵察と建築資材の確保を担当しているんだ！ところで、東雲カイさんをもう33分も見かけていないのが少し気になっているよ。僕はこれから東側で石を集めて建築を進めるから、みんなも気をつけてね！
T+02:39:19 | 04:25:57 | 1784575557000 | 大川オト#72a(ESFJ/心配性) -> None | 二人とも報告ありがとう。私は空腹が限界なので、拠点に戻って備蓄を整えつつ今後の防衛計画を練ることにするわ、各自持ち場でしっかり励みなさい。
T+02:39:19 | 04:25:57 | 1784575557000 | 小柳ハルト#10d(ESFP/皮肉屋) -> 谷口アル#a65 | 谷口さん、まだウロウロしているのかい？さっきの看板の件、何か収穫はあったのか、それともただの噂話だったのか教えてくれないか。俺はこれから予定通り原木を確保しに行くから、期待させてくれるような情報だといいんだがね。
T+02:39:21 | 04:25:59 | 1784575559000 | 風間の子#38f(ENTP/正義感が強い) -> None | …議論も大事だが、道具も持たずに理想を語るのは滑稽だな。まずは原木を確保し、石のツルハシを整える。それが先決だ。
T+02:39:21 | 04:25:59 | 1784575559000 | 風間エマ#b5b(INFJ/心配性) -> None | 大川オトさん、備蓄の補充は重要ですね。私は予定通り、自身の建築計画を進めるために持ち場に戻ります。
T+02:39:21 | 04:25:59 | 1784575559000 | 谷口アル#a65(INTJ/のんき) -> 小柳ハルト#10d | ハルト、あの看板には有益な情報はなかった。ただの警告文だ。それに西森ミオの姿も27分前から見失っており、状況は好ましくない。私は予定通り休息をとる。
T+02:39:23 | 04:26:01 | 1784575561000 | 小柳ハル#dea(ESFJ/正義感が強い) -> None | 桜井ボブ、東雲カイの所在確認の件は頼んだぞ。私はナギと共に西側エリアの巡回に戻り、引き続き村の秩序を徹底管理する。
T+02:39:24 | 04:26:02 | 1784575562000 | 小柳ハルト#10d(ESFP/皮肉屋) -> 谷口アル#a65 | そうかい、結局ただの物騒な脅し文句だったわけだ。まあいい、これ以上お喋りに付き合って時間を無駄にするつもりもないし、俺は予定通り西の森で原木を調達してくるよ。あんたもせいぜい静かな夢でも見てな。
T+02:39:25 | 04:26:03 | 1784575563000 | 桜井ボブ#482(ESFP/頑固) -> None | 了解したよ、小柳ハルさん。東雲カイさんの捜索は僕が責任を持って引き受けるね！まずはこの辺りで石をしっかり集めてから、手分けして周辺を見回ってみるよ。
T+02:39:26 | 04:26:04 | 1784575564000 | 谷口アル#a65(INTJ/のんき) -> 小柳ハルト#10d | 忠告は受け取っておく。私はこれから食料を確保し、明日の作業効率を最大化するために速やかに拠点へ戻る。それでは。
T+02:39:28 | 04:26:06 | 1784575566000 | 榎本ソラ#3f3(ESFP/好奇心旺盛) -> None | …夜道は危ないってみんなも言ってたし、今日は大人しく拠点に戻ってしっかり休むことにするよっ。ミオさんへの手がかりは、また明日、太陽が出てから元気に探すねっ！
T+02:39:32 | 04:26:10 | 1784575570000 | 真砂アル#ef2(ESFJ/強欲) -> None | …看板の材料すらろくに揃えず、海を彷徨っていたとは。採石場に私の名が刻まれていないうちに、不届き者が資源を掠め取っていたらどうするんだ。
T+02:39:32 | 04:26:10 | 1784575570000 | 風間の子#38f(ENTP/正義感が強い) -> 南田ボブ#4f3 | 南田ボブ、また会ったね。以前頼んでいた真砂アルに関する情報は何か掴めたかな？私は情報統合が終われば、すぐに木製のツルハシを作って採掘の準備を整えるつもりだ。
T+02:39:33 | 04:26:11 | 1784575571000 | 南田ボブ#4f3(ENFJ/心配性) -> None | 整理して、明日に備えてしっかり休まないと。完璧な計画のために、今のうちに不要なものは片付けてしまおう。
T+02:39:33 | 04:26:11 | 1784575571000 | 小柳ハルト#10d(ESFP/皮肉屋) -> None | …みんなしてリスクだ効率だと説教臭い。寝言は寝て言えってんだ。俺は俺のやり方で、さっさとこの掘っ立て小屋に手を入れるまでさ。
T+02:39:34 | 04:26:12 | 1784575572000 | 南田ボブ#4f3(ENFJ/心配性) -> 風間の子#38f | 風間の子さん、真砂アルさんの件だけど、まだ新しい情報は入っていないわ。私はこれから拠点に戻って資材整理を済ませ、明日の建築計画に備えてしっかり休むつもりよ。
T+02:39:35 | 04:26:13 | 1784575573000 | 大川タケル#f91(ISTJ/正義感が強い) -> None | …場当たり的な建築はもう終わりだ。まずは在庫を完全に把握し、無駄を削ぎ落とした工程表を書き出す。
T+02:39:37 | 04:26:15 | 1784575575000 | 風間の子#38f(ENTP/正義感が強い) -> 南田ボブ#4f3 | 了解しました、情報はまた明日待ちます。ボブさんの建築計画も効率的に進める必要がありますし、拠点の資材整理は不可欠でしょう。私はこの後、生産基盤となる石のツルハシを早急に作成しにいきます。
T+02:39:39 | 04:26:17 | 1784575577000 | 南田ボブ#4f3(ENFJ/心配性) -> 風間の子#38f | 素晴らしい判断よ、風間の子さん。計画的な動きこそが村の安定に繋がるわね。それじゃあ、私はイオさんと今後の詳細を詰める約束があるから、これにて失礼するわ。次は自分の拠点で資材整理をしてから、イオさんの元へ向かうことにするわね。
T+02:39:44 | 04:26:22 | 1784575582000 | 小柳ハルト#10d(ESFP/皮肉屋) -> 風間ダイ#f7c | はじめまして、小柳ハルトと言います。これから西の森へ原木を調達しに行くところなんですが、あなたはここで何をしているんですか？
T+02:39:46 | 04:26:24 | 1784575584000 | 風間ダイ#f7c(INTP/心配性) -> 小柳ハルト#10d | はじめまして、風間ダイです。私は担当である南西の採石場の安全と効率を維持するためにこの付近で作業をしています。西の森へ行かれるとのことですが、その道中で東雲カイさんを見かけたという情報はありませんか？
T+02:39:49 | 04:26:27 | 1784575587000 | 小柳ハルト#10d(ESFP/皮肉屋) -> 風間ダイ#f7c | はじめまして、風間ダイさん。残念ながらカイさんについては心当たりがないな。俺はこれから西の森へ原木を調達しに行く予定だ。お互い、無駄な事故には気をつけようぜ。
T+02:39:50 | 04:26:28 | 1784575588000 | 榎本ソラ#3f3(ESFP/好奇心旺盛) -> None | 皆さん、お疲れ様ですっ！私はこれからこの西の露天掘り場で少し丸石を掘ってから拠点に戻る予定です。ボブさんたちの今日の進捗も気になりますが、まずは作業を終わらせますねっ。
T+02:39:51 | 04:26:29 | 1784575589000 | 大川オト#72a(ESFJ/心配性) -> 小柳ハル#dea | 小柳ハル、先程の件だが、西森ミオがもう27分も行方不明だ。村の管理体制に穴が空くのは看過できないわ。私はこの後、備蓄の確認と拠点の防衛計画を進めるが、貴方も巡回中に彼女の痕跡を必ず報告しなさい。
T+02:39:51 | 04:26:29 | 1784575589000 | 風間ダイ#f7c(INTP/心配性) -> 小柳ハルト#10d | 了解しました。森での作業、お気をつけて。私はこれから大川オトさんと合流し、採掘の効率化について調整してくる予定です。
T+02:39:52 | 04:26:30 | 1784575590000 | 風間エマ#b5b(INFJ/心配性) -> None | 榎本さん、お疲れ様。私は森野ミオさんの捜索を継続する予定ですが、最後に見かけてから随分時間が経ちましたね。これ以上ここでの立ち話は時間の無駄なので、私はこれで失礼します。
T+02:39:53 | 04:26:31 | 1784575591000 | 小柳ハル#dea(ESFJ/正義感が強い) -> 大川オト#72a | オト、了解した。西森ミオの件、巡回中に痕跡を見つけ次第必ず報告する。ナギと共に西側エリアの引き締めと捜索を並行して行うぞ。私はこのままナギに同行し、周辺の警戒を続ける。
T+02:39:54 | 04:26:32 | 1784575592000 | 南田ボブ#4f3(ENFJ/心配性) -> None | 皆さん、各自の役割を全うしようとする姿勢は素晴らしいわ。私は南側の拠点建築を完璧に仕上げるために、これからイオさんの元へ向かって計画の最終調整を行うつもりよ。それでは失礼するわね。
T+02:39:55 | 04:26:33 | 1784575593000 | 大川オト#72a(ESFJ/心配性) -> 小柳ハル#dea | ハル、報告を待っているわ。ちなみに巡回中、食料になるような何かを見かけたりはしなかったかしら？私は空腹だと頭が回らなくてね。情報があれば共有してちょうだい。
T+02:39:56 | 04:26:34 | 1784575594000 | 谷口アル#a65(INTJ/のんき) -> None | 皆さん、各自の役割があるようですね。私は南側の石切り場に戻り、採掘作業を再開します。それでは。
T+02:39:58 | 04:26:36 | 1784575596000 | 小柳ハル#dea(ESFJ/正義感が強い) -> 大川オト#72a | オト、食料の場所は今のところ把握していない。私の巡回範囲で何か見つければ報告するが、今はナギと協力して西側エリアの建築管理を優先させる。私はこれより西側エリアの巡回を再開する。
T+02:39:59 | 04:26:37 | 1784575597000 | 榎本ソラ#3f3(ESFP/好奇心旺盛) -> None | アル、今日はお疲れ様！二人とも無事に作業を終えて、あとで家でゆっくり休もうねっ。それでは皆さん、また明日お会いしましょう！
T+02:40:01 | 04:26:39 | 1784575599000 | 風間エマ#b5b(INFJ/心配性) -> None | 皆様、これ以上のお喋りは効率を欠きます。私は自身の建築と捜索計画に戻りますので、これで失礼します。
T+02:40:01 | 04:26:39 | 1784575599000 | 大川オト#72a(ESFJ/心配性) -> None | …飢えていては村の管理などできやしないわ。まずは食料を確保して、効率的な防衛体制に戻るのが先決ね。
T+02:40:03 | 04:26:41 | 1784575601000 | 南田ボブ#4f3(ENFJ/心配性) -> None | 皆様、お疲れ様です。効率的な活動こそが村の繁栄に不可欠ですね。私はこれにて失礼し、南側の拠点建築の調整のためイオさんの元へ向かいます。
T+02:40:05 | 04:26:43 | 1784575603000 | 谷口アル#a65(INTJ/のんき) -> None | ソラ、帰宅の際は西森ミオの動向にも注意を払っておいてくれ。28分間も視界から消えているのは非効率的で懸念が残る、では失礼する。
T+02:40:15 | 04:26:53 | 1784575613000 | 小柳イオ#e51(ESFJ/皮肉屋) -> None | はじめまして、あるいは改めて。私は小柳イオ。この北側一帯の建築資源管理を担当している。各自、持ち場の状況はどうなっている？私はこの後、執務室建設のために採石場へ向かう予定だ。
T+02:40:17 | 04:26:55 | 1784575615000 | 小柳ハル#dea(ESFJ/正義感が強い) -> None | はじめまして、私は西側エリアの管理を任されている小柳ハルだ。今は西森ミオの捜索と現場管理を最優先にしている、イオ、君も巡回中に痕跡を見かけたら直ちに報告してくれ。
T+02:40:19 | 04:26:57 | 1784575617000 | 石川ナギ#6c2(ISTP/世話好き) -> None | はじめまして、石川ナギです。私は西側エリアの建築資材を確保する任務があり、これから採石場で石を掘ります。ハルさん、予定通り効率よく進めましょう。
T+02:40:21 | 04:26:59 | 1784575619000 | 小柳ハルト#10d(ESFP/皮肉屋) -> None | …みんなしてリスクだ効率だってうるさいんだよ。俺は俺のやり方で、さっさと原木を確保して片付けるまでさ。
T+02:40:22 | 04:27:00 | 1784575620000 | 大川オト#72a(ESFJ/心配性) -> None | 小柳イオ、西側の採石場へ向かうなら道中に食料になりそうなものがないか目を光らせておいて。ミオの捜索はハルに任せてあるが、情報が見つかり次第、各自直ちに共有しなさい。
T+02:40:22 | 04:27:00 | 1784575620000 | 榎本アキ#01c(ENTJ/怒りっぽい) -> 風間ダイ#f7c | はじめまして、榎本アキです。私は今、畑に種を植え生存の最適化を進めているところだ。君は誰で、ここで何をしているんだ？
T+02:40:23 | 04:27:01 | 1784575621000 | 風間ダイ#f7c(INTP/心配性) -> None | …大川オトさんのそばで静かに過ごし、冷静さを取り戻す。しかし、今の私には食料の備蓄が全くない。もしもの空腹に備えるため、まずは食料源を探し、計画を再構築しなくては。
T+02:40:24 | 04:27:02 | 1784575622000 | 小柳イオ#e51(ESFJ/皮肉屋) -> None | 西側に向かうついでに食料の確認くらいはしておきましょう。ミオに関しては痕跡があれば共有しますが、私の執務室建設を遅らせるような事態にはならないことを願っています。さて、私は予定通り採石場へ向かいます。
T+02:40:25 | 04:27:03 | 1784575623000 | 風間ダイ#f7c(INTP/心配性) -> 榎本アキ#01c | はじめまして、榎本アキさん。私は風間ダイと申します。私は南西の採石場で採掘を担当しており、今は大川オトさんと合流して作業計画の調整に向かうところです。生存の最適化とのこと、素晴らしい取り組みですね。ところで、その作業中に東雲カイさんをこの付近で見かけたりしませんでしたか？
T+02:40:26 | 04:27:04 | 1784575624000 | 小柳ハル#dea(ESFJ/正義感が強い) -> None | イオ、協力感謝する。ナギ、私も採石場へ同行するから、現場の安全を確保しつつ手際よく石を切り出そう。
T+02:40:27 | 04:27:05 | 1784575625000 | 榎本アキ#01c(ENTJ/怒りっぽい) -> 風間ダイ#f7c | はじめまして、風間さん。東雲については情報がない。私は引き続きこの西側エリアで食料生産の最適化を完了させる予定だ。君は大川と調整中とのことだが、効率的な連携を期待する。
T+02:40:27 | 04:27:05 | 1784575625000 | 風間の子#38f(ENTP/正義感が強い) -> 風間エマ#b5b | エマ、仕事の進み具合はどうだい。私は真砂コウさんを30分ほど見かけていないんだが、君の方で何か情報はあったかな。私はこの後、予定通り石のツルハシを作成して作業を効率化するつもりだ。
T+02:40:28 | 04:27:06 | 1784575626000 | 石川ナギ#6c2(ISTP/世話好き) -> None | ハルさん、同行ありがとうございます。では効率よく進めましょう。ところで、先日お願いしていた川原フウさんの件について、何か新しい情報はありましたか？
T+02:40:29 | 04:27:07 | 1784575627000 | 風間ダイ#f7c(INTP/心配性) -> 榎本アキ#01c | 効率的な連携、承知しました。食料の安定は生存の基盤ですので、あなたの作業が実を結ぶことを願っています。それでは、私は大川オトさんと作業調整へ向かいます。
T+02:40:29 | 04:27:07 | 1784575627000 | 風間エマ#b5b(INFJ/心配性) -> 風間の子#38f | はじめまして、風間の子。進捗は予定通りよ。真砂コウさんは78分前から視界に入っていないわ。私はこれからダイさんに付き添い、南西の採石場での業務を継続するわ。
T+02:40:30 | 04:27:08 | 1784575628000 | 大川オト#72a(ESFJ/心配性) -> None | フウの件については知らないわ。私は引き続きミオの捜索と、村の防衛に必要な食料調達のために周辺を警戒する。
T+02:40:32 | 04:27:10 | 1784575630000 | 風間の子#38f(ENTP/正義感が強い) -> 風間エマ#b5b | エマ、情報提供感謝する。ダイさんと共に南西の採石場へ向かう判断、合理的だね。私もこれ以上対話で時間を浪費するわけにはいかないから、これから石のツルハシの作成に取り掛かるよ。それじゃ、また効率的な現場で会おう。
T+02:40:34 | 04:27:12 | 1784575632000 | 風間エマ#b5b(INFJ/心配性) -> 風間の子#38f | 合理的な判断ね。それでは、私はこれで失礼するわ。南西の採石場へ向かい、自身の建築計画を遂行します。
T+02:40:39 | 04:27:17 | 1784575637000 | 小柳ハルト#10d(ESFP/皮肉屋) -> None | みんな揃って効率の話ばかりだね。俺は予定通り西の森で原木を調達してくるから、後は各自でせいぜい頑張ってくれ。
T+02:40:41 | 04:27:19 | 1784575639000 | 榎本アキ#01c(ENTJ/怒りっぽい) -> None | ハルト、個人の感傷に浸る時間は資源の無駄だ。私は予定通りタケルの捜索を完了させ、この西側エリアの秩序を守るため直ちに行動する。
T+02:40:43 | 04:27:21 | 1784575641000 | 風間エマ#b5b(INFJ/心配性) -> None | 皆様の進捗は理解しました。私は予定通り森野ミオの捜索と自身の建築計画を遂行するため、南西の採石場へ向かいます。
T+02:40:46 | 04:27:24 | 1784575644000 | 桜井ボブ#482(ESFP/頑固) -> None | エマさん、採石場なら東雲カイさんの捜索と合わせて見てくるよ！僕はこれから東側エリアで石を掘りつつ、カイさんを探してみるね。
T+02:40:48 | 04:27:26 | 1784575646000 | 小柳ハルト#10d(ESFP/皮肉屋) -> None | みんな揃いも揃って効率の話ばかりで耳が痛いよ。俺は俺のやり方で西の森の木を片付けてくるから、あとは各自勝手にやってくれ。
T+02:40:50 | 04:27:28 | 1784575648000 | 榎本ソラ#3f3(ESFP/好奇心旺盛) -> 南田ボブ#4f3 | ボブさん、お疲れ様ですっ！先ほどは失礼しました。ミオさんを最後に見てからもうだいぶ時間が経っているので、なんだか少し落ち着きません。私はこれから拠点に戻って少し身の回りを整えてから、また外を回ってみようと思いますっ。
T+02:40:50 | 04:27:28 | 1784575648000 | 榎本アキ#01c(ENTJ/怒りっぽい) -> None | ハルト、個人の拘りは勝手だが村の資源と時間は有限だ。私はこれ以上停滞を許さない、大川タケルの捜索を完了させるため速やかに移動する。
T+02:40:52 | 04:27:30 | 1784575650000 | 風間エマ#b5b(INFJ/心配性) -> None | 桜井さん、情報共有ありがとうございます。私は予定通り、南西の採石場で建築を進めつつ森野ミオさんの捜索を継続しますので、これで失礼します。
T+02:40:53 | 04:27:31 | 1784575651000 | 南田ボブ#4f3(ENFJ/心配性) -> 榎本ソラ#3f3 | ソラさん、心配なのは分かるけれど、焦りは禁物よ。まずは自分のやるべきことを整理して、心身を整えるのが一番の近道だわ。私はこれからイオさんの元へ向かって、この後の建築計画を完璧に詰め直すつもりよ。
T+02:40:54 | 04:27:32 | 1784575652000 | 桜井ボブ#482(ESFP/頑固) -> None | みんな、それぞれの持ち場で頑張ろうね！僕はこれから東側エリアへ戻って石を掘りながら、カイさんの捜索を続けてくるよ。
T+02:40:55 | 04:27:33 | 1784575653000 | 榎本ソラ#3f3(ESFP/好奇心旺盛) -> 南田ボブ#4f3 | ボブさんの言葉、すごく心に響きましたっ。焦らずに、まずは自分の担当エリアであるこの露天掘り場でしっかり石を掘ってから、拠点へ戻って作戦を練り直すことにしますねっ。
T+02:40:55 | 04:27:33 | 1784575653000 | 風間ダイ#f7c(INTP/心配性) -> 大川オト#72a | オトさん、今こちらへ向かっていました。私は採掘計画の進捗を整理したいのですが、この後もしばらく一緒に歩いてもよろしいでしょうか？
T+02:40:57 | 04:27:35 | 1784575655000 | 南田ボブ#4f3(ENFJ/心配性) -> 榎本ソラ#3f3 | 素晴らしいわ、ソラさん！自分の役割を全うすることが、巡り巡って村全体の安定に繋がるのよ。焦らず、でも着実に進めましょう。それじゃあ、私はイオさんとの調整に向かうから、これにて失礼するわね。
T+02:40:57 | 04:27:35 | 1784575655000 | 大川オト#72a(ESFJ/心配性) -> 風間ダイ#f7c | ダイ、分かったわ。歩きながら採掘計画を確認しましょう。ただし、道中では食料とミオの痕跡に目を光らせるのが条件よ。いいわね？
T+02:40:59 | 04:27:37 | 1784575657000 | 風間ダイ#f7c(INTP/心配性) -> 大川オト#72a | 承知しました、オトさん。道中の警戒を優先しつつ、私の担当する南西の採石場における銅の回収率向上と、作業時間の短縮計画を共有させていただきます。まずは現状の採掘計画を詳しく説明してもよろしいでしょうか？
T+02:41:02 | 04:27:40 | 1784575660000 | 大川オト#72a(ESFJ/心配性) -> 風間ダイ#f7c | ダイ、その熱意は認めるわ。計画の詳細は後でじっくり聞かせてもらうけれど、今の私は空腹で偵察に支障が出ているの。まずは村を守るために食料源を確保するのが最優先、詳細な計画は私が見つけてくる食料とともに戻ってから改めて話し合いましょう。私はこのまま周辺を偵察してくるから、貴方も採掘現場の安全確保を怠らないようにね。
T+02:41:08 | 04:27:46 | 1784575666000 | 榎本ソラ#3f3(ESFP/好奇心旺盛) -> None | よしっ、まずはしっかり採石を終わらせて、それから拠点へ戻ってしっかり準備を整えますねっ！焦らず一つずつやっていきますっ。
T+02:41:12 | 04:27:50 | 1784575670000 | 風間の子#38f(ENTP/正義感が強い) -> None | 皆様、偶然の集まりですが効率的に進めましょう。私は真砂アルの件を気にかけつつ、この後すぐに石のツルハシを作成し、西の露天掘り場での採掘効率を最大化するつもりです。
T+02:41:15 | 04:27:53 | 1784575673000 | 南田ボブ#4f3(ENFJ/心配性) -> None | 皆様、それぞれの役割への献身的な姿勢、心から感銘を受けるわ。私はこれから予定通り南側へ向かうけれど、風間の子さん、真砂アルさんの件に何か進展があればいつでも報告してちょうだい。それじゃあ、各自の作業へ戻りましょう！
T+02:41:15 | 04:27:53 | 1784575673000 | 小柳ハル#dea(ESFJ/正義感が強い) -> 風間エマ#b5b | エマ、仕事中すまない。西森ミオの痕跡は見つかったか？私は今ナギと共に西側エリアの管理と資材確保に集中しているが、規律を乱す者がいるのは許しがたい。私はこれからナギの横で採石作業を監督する予定だ。
T+02:41:17 | 04:27:55 | 1784575675000 | 小柳ハルト#10d(ESFP/皮肉屋) -> None | みんな効率の話で頭がいっぱいだね。谷口さん、例の警告看板の件については結局何も収穫なしか？私はもう期待するのも疲れたから、自分の予定通り西の森で原木を調達してくるよ。
T+02:41:17 | 04:27:55 | 1784575675000 | 風間エマ#b5b(INFJ/心配性) -> 小柳ハル#dea | ハルさん、お疲れ様です。西森ミオさんの痕跡は私もまだ確認できていません。私はこのまま南西の採石場で建築を進めつつ、ダイさんの補佐として動きますので失礼します。
T+02:41:19 | 04:27:57 | 1784575677000 | 谷口アル#a65(INTJ/のんき) -> None | ハルト、警告看板に有益な情報はなかった。私は西森ミオの捜索状況を見つつ、これから原木の調達へ向かう。無駄な社交は控えよう。
T+02:41:19 | 04:27:57 | 1784575677000 | 小柳ハル#dea(ESFJ/正義感が強い) -> 風間エマ#b5b | エマ、調査協力に感謝する。規律を乱す者を野放しにはできん、採石場での作業中も常に周囲には警戒を怠らないようにしてくれ。私はナギと共に作業へ移る。
T+02:41:21 | 04:27:59 | 1784575679000 | 風間の子#38f(ENTP/正義感が強い) -> None | 谷口さん、ハルトさん、それぞれの判断を尊重します。私はこれより、当初の予定通り作業台で石のツルハシを作成し、西の露天掘り場での作業を開始します。
T+02:41:21 | 04:27:59 | 1784575679000 | 風間エマ#b5b(INFJ/心配性) -> 小柳ハル#dea | 承知しました。採石場では周囲を警戒しつつ、私の担当である建築計画を遂行します。それでは、私はこれで失礼します。
T+02:41:23 | 04:28:01 | 1784575681000 | 大川タケル#e00(ESFJ/皮肉屋) -> None | …水に浸かって足止めとは、我ながら間抜けな。ボートさえあれば解決する話だ、さっさと作って先に進むぞ。
T+02:41:24 | 04:28:02 | 1784575682000 | 南田ボブ#4f3(ENFJ/心配性) -> None | 風間の子さん、真砂アルさんの件、何か進展があったら絶対に教えてね。さて、私はこれにて失礼して、南側の拠点建築の調整に集中するわ。それじゃあ、それぞれ自分のやるべきことをやり遂げましょう！
T+02:41:24 | 04:28:02 | 1784575682000 | 風間エマ#b5b(INFJ/心配性) -> None | …また無駄話に時間を割いてしまった。ダイさん、これからは黙ってあなたの背中を追いつつ、建築の進捗を最速で叩き出すわ。
T+02:41:26 | 04:28:04 | 1784575684000 | 小柳ハルト#10d(ESFP/皮肉屋) -> None | 結局、誰も何も掴めず仕舞いか。期待した俺が馬鹿だったよ。それじゃあ、俺は予定通り西の森で原木を調達してくる。じゃあな。
T+02:41:28 | 04:28:06 | 1784575686000 | 谷口アル#a65(INTJ/のんき) -> None | ハルト、期待の無駄足はご苦労だったな。私は西森ミオの動向を監視しつつ、これから西の森で原木を調達する。
T+02:41:35 | 04:28:13 | 1784575693000 | 林ソラ#017(ISTP/正義感が強い) -> None | …まずは腹ごしらえだ。腹が減っては新しい道も切り開けない。
